time,min,mean,max,std,count
2088-08-31 00:00:00+00:00,297.62714,306.2249,312.68814,3.757200753752417,92
2088-11-30 00:00:00+00:00,297.14047,304.13058,313.5389,3.0844952643024706,91
2089-02-28 00:00:00+00:00,286.9468,292.98016,300.71848,2.6378773788577075,90
2089-05-31 00:00:00+00:00,286.01245,294.75656,304.68118,4.689542671918693,92
2089-08-31 00:00:00+00:00,298.1227,306.22726,312.04108,3.573737472658011,92
2089-11-30 00:00:00+00:00,291.17828,304.52072,314.4989,5.6259719413309925,91
2090-02-28 00:00:00+00:00,287.6211,295.19556,302.48563,3.935528222629859,90
2090-05-31 00:00:00+00:00,288.35178,301.29083,310.262,5.310491907286904,92
2090-08-31 00:00:00+00:00,300.09018,308.931,316.02206,3.468259081696806,92
2090-11-30 00:00:00+00:00,291.07452,305.28424,317.00015,6.377481039185981,91
2091-02-28 00:00:00+00:00,285.82758,292.139,301.0309,3.6429292477262023,90
2091-05-31 00:00:00+00:00,290.66296,297.75153,303.44485,3.0719446468895044,92
2091-08-31 00:00:00+00:00,298.10043,308.4131,315.53885,3.6804755496817707,92
2091-11-30 00:00:00+00:00,291.0481,303.6867,313.83728,5.3654141892414255,91
2092-02-29 00:00:00+00:00,285.0837,291.06973,297.5601,3.298896962891693,91
2092-05-31 00:00:00+00:00,287.09854,297.8979,308.6735,4.999195312676932,92
2092-08-31 00:00:00+00:00,299.12466,306.17172,313.25873,3.032758360279493,92
2092-11-30 00:00:00+00:00,291.57043,304.47058,314.58887,4.9721143586038865,91
2093-02-28 00:00:00+00:00,282.6828,293.88742,303.2002,4.126507389824004,90
2093-05-31 00:00:00+00:00,287.90106,298.25778,308.83417,4.967207601829921,92
2093-08-31 00:00:00+00:00,299.41623,307.56763,312.78812,3.0106914354833543,92
2093-11-30 00:00:00+00:00,291.44138,303.02603,315.6383,5.337523283072847,91
2094-02-28 00:00:00+00:00,284.01855,294.43155,303.53793,4.109116357495715,90
2094-05-31 00:00:00+00:00,289.95126,298.80914,308.36642,4.530319705191597,92
2094-08-31 00:00:00+00:00,298.9863,306.83414,311.86984,2.9070643462329255,92
2094-11-30 00:00:00+00:00,293.32532,304.3625,313.77634,4.8162321023382635,91
2095-02-28 00:00:00+00:00,287.4419,293.5567,301.09305,3.0898255520700295,90
2095-05-31 00:00:00+00:00,289.72794,297.95203,305.04733,3.6358066552168973,92
2095-08-31 00:00:00+00:00,293.52585,305.12997,312.6249,4.363458074490943,92
2095-11-30 00:00:00+00:00,291.11386,303.70563,312.05444,5.28863228642142,91
2096-02-29 00:00:00+00:00,288.74847,296.90912,304.91855,4.349937127632171,91
2096-05-31 00:00:00+00:00,288.54584,300.55612,309.35043,3.891421531178186,92
2096-08-31 00:00:00+00:00,301.36072,307.4659,311.89523,2.5099601325164715,92
2096-11-30 00:00:00+00:00,292.8773,303.20425,311.22015,4.852529510953096,91
2097-02-28 00:00:00+00:00,286.94846,294.6818,302.46494,3.422299627408719,90
2097-05-31 00:00:00+00:00,288.8121,298.70493,304.22504,4.244117007167771,92
2097-08-31 00:00:00+00:00,298.65112,307.41522,313.00302,3.8892708844783352,92
2097-11-30 00:00:00+00:00,292.07263,303.71085,316.18344,6.841166184977896,91
2098-02-28 00:00:00+00:00,288.21014,295.42297,303.6457,4.715385595629892,90
2098-05-31 00:00:00+00:00,287.6495,299.11307,310.47275,5.619893208323685,92
2098-08-31 00:00:00+00:00,296.9178,308.81528,313.70685,3.0495673153562346,92
2098-11-30 00:00:00+00:00,293.97028,303.2622,316.49847,4.887398636721414,91
2099-02-28 00:00:00+00:00,287.37006,296.0178,306.19763,4.542237309277806,90
2099-05-31 00:00:00+00:00,289.74417,299.30838,308.08432,3.920700303240794,92
2099-08-31 00:00:00+00:00,296.3523,307.353,313.29248,3.4161975741780273,92
2099-11-30 00:00:00+00:00,295.7192,305.67148,316.29108,5.484294810085529,91
2100-02-28 00:00:00+00:00,287.04553,293.42465,301.54712,3.1384239936643783,90
2100-05-31 00:00:00+00:00,289.03088,298.80334,307.00574,4.490741306435632,92
2100-08-31 00:00:00+00:00,296.17825,308.04477,314.34186,3.408025063182461,92
2100-11-30 00:00:00+00:00,296.11575,303.28577,310.8518,3.577585526509542,91
2101-02-28 00:00:00+00:00,291.53842,294.89523,300.5202,2.390028905116936,31
